id,slug,text,perimeter,group_id,group_name
266-direction-regionale-de-lalimentation-de-lagricultu,direction-regionale-de-lalimentation-de-lagricultu,"Direction régionale de l'Alimentation, de l'Agriculture et de la Forêt (DRAAF) — Hauts-de-France",,,
267-direction-regionale-des-affaires-culturelles-drac-,direction-regionale-des-affaires-culturelles-drac-,Direction régionale des Affaires culturelles (DRAC) — Hauts-de-France,Hauts-de-France,32.0,Direction régionale des Affaires culturelles (DRAC)
268-direction-regionale-de-leconomie-de-lemploi-du-tra,direction-regionale-de-leconomie-de-lemploi-du-tra,"Direction régionale de l’Economie, de l’Emploi, du Travail et des Solidarités (DREETS)  — Hauts-de-France",,,
269-direction-regionale-de-lenvironnement-de-lamenagem,direction-regionale-de-lenvironnement-de-lamenagem,"Direction régionale de l’environnement, de l’aménagement et du logement (DREAL) — Hauts-de-France",Hauts-de-France,30.0,"Directions régionales de l’environnement, de l’aménagement et du logement (DEAL / DREAL / DRIEAT)"
270-direction-regionale-des-finances-publiques-drfip-h,direction-regionale-des-finances-publiques-drfip-h,Direction régionale des Finances publiques (DRFiP) — Hauts-de-France,,,
271-region-academique-hauts-de-france,region-academique-hauts-de-france,Région académique — Hauts-de-France,,,
272-direction-regionale-de-la-jeunesse-des-sports-et-d,direction-regionale-de-la-jeunesse-des-sports-et-d,"Direction régionale de la Jeunesse, des Sports et de la Cohésion sociale (DRJSCS) — Hauts-de-France",,,
273-delegation-regionale-a-la-recherche-et-a-la-techno,delegation-regionale-a-la-recherche-et-a-la-techno,Délégation régionale à la recherche et à la technologie (DRRT) — Hauts-de-France,,,
274-agence-regionale-de-sante-ars-hauts-de-france,agence-regionale-de-sante-ars-hauts-de-france,Agence régionale de santé (ARS) — Hauts-de-France,Hauts-de-France,16.0,Agence régionale de santé (ARS)
275-ademe-direction-regionale-grand-est,ademe-direction-regionale-grand-est,Ademe — Direction régionale — Grand Est,Grand Est,12.0,ADEME - Direction régionale
276-banque-des-territoires-direction-regionale-grand-e,banque-des-territoires-direction-regionale-grand-e,Banque des Territoires — Direction régionale — Grand Est,,,
277-prefecture-de-region-grand-est,prefecture-de-region-grand-est,Préfecture de région — Grand Est,Grand Est,39.0,Préfecture de région
278-direction-regionale-de-lalimentation-de-lagricultu,direction-regionale-de-lalimentation-de-lagricultu,"Direction régionale de l'Alimentation, de l'Agriculture et de la Forêt (DRAAF) — Grand Est",Grand Est,28.0,"Direction régionale de l'Alimentation, de l'Agriculture et de la Forêt (DRAAF)"
279-direction-regionale-des-affaires-culturelles-drac-,direction-regionale-des-affaires-culturelles-drac-,Direction régionale des Affaires culturelles (DRAC) — Grand Est,Grand Est,32.0,Direction régionale des Affaires culturelles (DRAC)
280-direction-regionale-de-leconomie-de-lemploi-du-tra,direction-regionale-de-leconomie-de-lemploi-du-tra,"Direction régionale de l’Economie, de l’Emploi, du Travail et des Solidarités (DREETS) — Grand Est",,,
281-direction-regionale-de-lenvironnement-de-lamenagem,direction-regionale-de-lenvironnement-de-lamenagem,"Direction régionale de l’environnement, de l’aménagement et du logement (DREAL) — Grand Est",Grand Est,30.0,"Directions régionales de l’environnement, de l’aménagement et du logement (DEAL / DREAL / DRIEAT)"
282-direction-regionale-des-finances-publiques-drfip-g,direction-regionale-des-finances-publiques-drfip-g,Direction régionale des Finances publiques (DRFiP) — Grand Est,,,
283-region-academique-grand-est,region-academique-grand-est,Région académique — Grand Est,,,
284-direction-regionale-de-la-jeunesse-des-sports-et-d,direction-regionale-de-la-jeunesse-des-sports-et-d,"Direction régionale de la Jeunesse, des Sports et de la Cohésion sociale (DRJSCS) — Grand Est",,,
285-delegation-regionale-a-la-recherche-et-a-la-techno,delegation-regionale-a-la-recherche-et-a-la-techno,Délégation régionale à la recherche et à la technologie (DRRT) — Grand Est,,,
286-agence-regionale-de-sante-ars-grand-est,agence-regionale-de-sante-ars-grand-est,Agence régionale de santé (ARS) — Grand Est,,,
287-ademe-direction-regionale-pays-de-la-loire,ademe-direction-regionale-pays-de-la-loire,Ademe — Direction régionale — Pays de la Loire,Pays de la Loire,12.0,ADEME - Direction régionale
288-banque-des-territoires-direction-regionale-pays-de,banque-des-territoires-direction-regionale-pays-de,Banque des Territoires — Direction régionale — Pays de la Loire,,,
289-prefecture-de-region-pays-de-la-loire,prefecture-de-region-pays-de-la-loire,Préfecture de région — Pays de la Loire,Pays de la Loire,39.0,Préfecture de région
290-direction-regionale-de-lalimentation-de-lagricultu,direction-regionale-de-lalimentation-de-lagricultu,"Direction régionale de l'Alimentation, de l'Agriculture et de la Forêt (DRAAF) — Pays de la Loire",,28.0,"Direction régionale de l'Alimentation, de l'Agriculture et de la Forêt (DRAAF)"
291-direction-regionale-des-affaires-culturelles-drac-,direction-regionale-des-affaires-culturelles-drac-,Direction régionale des Affaires culturelles (DRAC) — Pays de la Loire,Pays de la Loire,32.0,Direction régionale des Affaires culturelles (DRAC)
292-direction-regionale-leconomie-de-lemploi-du-travai,direction-regionale-leconomie-de-lemploi-du-travai,"Direction régionale l’Economie, de l’Emploi, du Travail et des Solidarités (DREETS) — Pays de la Loire",Pays de la Loire,29.0,"Direction régionale de l’Economie, de l’Emploi, du Travail et des Solidarités (DREETS)"
293-direction-regionale-de-lenvironnement-de-lamenagem,direction-regionale-de-lenvironnement-de-lamenagem,"Direction régionale de l’environnement, de l’aménagement et du logement (DREAL) — Pays de la Loire",Pays de la Loire,30.0,"Directions régionales de l’environnement, de l’aménagement et du logement (DEAL / DREAL / DRIEAT)"
294-direction-regionale-des-finances-publiques-drfip-p,direction-regionale-des-finances-publiques-drfip-p,Direction régionale des Finances publiques (DRFiP) — Pays de la Loire,,,
295-region-academique-pays-de-la-loire,region-academique-pays-de-la-loire,Région académique — Pays de la Loire,,,
296-direction-regionale-de-la-jeunesse-des-sports-et-d,direction-regionale-de-la-jeunesse-des-sports-et-d,"Direction régionale de la Jeunesse, des Sports et de la Cohésion sociale (DRJSCS) — Pays de la Loire",,,
297-delegation-regionale-a-la-recherche-et-a-la-techno,delegation-regionale-a-la-recherche-et-a-la-techno,Délégation régionale à la recherche et à la technologie (DRRT) — Pays de la Loire,,,
298-agence-regionale-de-sante-ars-pays-de-la-loire,agence-regionale-de-sante-ars-pays-de-la-loire,Agence régionale de santé (ARS) — Pays de la Loire,,,
299-ademe-direction-regionale-bretagne,ademe-direction-regionale-bretagne,Ademe — Direction régionale — Bretagne,Bretagne,12.0,ADEME - Direction régionale
300-banque-des-territoires-direction-regionale-bretagn,banque-des-territoires-direction-regionale-bretagn,Banque des Territoires — Direction régionale — Bretagne,,,
301-prefecture-de-region-bretagne,prefecture-de-region-bretagne,Préfecture de région — Bretagne,Bretagne,39.0,Préfecture de région
302-direction-regionale-de-lalimentation-de-lagricultu,direction-regionale-de-lalimentation-de-lagricultu,"Direction régionale de l'Alimentation, de l'Agriculture et de la Forêt (DRAAF) — Bretagne",Bretagne,28.0,"Direction régionale de l'Alimentation, de l'Agriculture et de la Forêt (DRAAF)"
303-a-direction-regionale-des-affaires-culturelles-dra,a-direction-regionale-des-affaires-culturelles-dra,Direction régionale des Affaires culturelles (DRAC) — Bretagne,Bretagne,32.0,Direction régionale des Affaires culturelles (DRAC)
304-direction-regionale-de-leconomie-de-lemploi-du-tra,direction-regionale-de-leconomie-de-lemploi-du-tra,"Direction régionale de l’Economie, de l’Emploi, du Travail et des Solidarités (DREETS) — Bretagne",Bretagne,29.0,"Direction régionale de l’Economie, de l’Emploi, du Travail et des Solidarités (DREETS)"
305-direction-regionale-de-lenvironnement-de-lamenagem,direction-regionale-de-lenvironnement-de-lamenagem,"Direction régionale de l’environnement, de l’aménagement et du logement (DREAL) — Bretagne",,30.0,"Directions régionales de l’environnement, de l’aménagement et du logement (DEAL / DREAL / DRIEAT)"
306-direction-regionale-des-finances-publiques-drfip-b,direction-regionale-des-finances-publiques-drfip-b,Direction régionale des Finances publiques (DRFiP) — Bretagne,,,
307-region-academique-bretagne,region-academique-bretagne,Région académique — Bretagne,,,
308-direction-regionale-de-la-jeunesse-des-sports-et-d,direction-regionale-de-la-jeunesse-des-sports-et-d,"Direction régionale de la Jeunesse, des Sports et de la Cohésion sociale (DRJSCS) — Bretagne",Bretagne,31.0,"Direction régionale de la Jeunesse, des Sports et de la Cohésion sociale (DRJSCS)"
309-delegation-regionale-a-la-recherche-et-a-la-techno,delegation-regionale-a-la-recherche-et-a-la-techno,Délégation régionale à la recherche et à la technologie (DRRT) — Bretagne,,,
310-agence-regionale-de-sante-ars-bretagne,agence-regionale-de-sante-ars-bretagne,Agence régionale de santé (ARS) — Bretagne,Bretagne,16.0,Agence régionale de santé (ARS)
311-ademe-direction-regionale-nouvelle-aquitaine,ademe-direction-regionale-nouvelle-aquitaine,Ademe — Direction régionale — Nouvelle-Aquitaine,Nouvelle-Aquitaine,12.0,ADEME - Direction régionale
312-banque-des-territoires-direction-regionale-nouvell,banque-des-territoires-direction-regionale-nouvell,Banque des Territoires — Direction régionale — Nouvelle-Aquitaine,,,
313-prefecture-de-region-nouvelle-aquitaine,prefecture-de-region-nouvelle-aquitaine,Préfecture de région — Nouvelle-Aquitaine,Nouvelle-Aquitaine,39.0,Préfecture de région
314-direction-regionale-de-lalimentation-de-lagricultu,direction-regionale-de-lalimentation-de-lagricultu,"Direction régionale de l'Alimentation, de l'Agriculture et de la Forêt (DRAAF) — Nouvelle-Aquitaine",,28.0,"Direction régionale de l'Alimentation, de l'Agriculture et de la Forêt (DRAAF)"
315-direction-regionale-des-affaires-culturelles-drac-,direction-regionale-des-affaires-culturelles-drac-,Direction régionale des Affaires culturelles (DRAC) — Nouvelle-Aquitaine,Nouvelle-Aquitaine,32.0,Direction régionale des Affaires culturelles (DRAC)
316-direction-regionale-de-leconomie-de-lemploi-du-tra,direction-regionale-de-leconomie-de-lemploi-du-tra,"Direction régionale de l’Economie, de l’Emploi, du Travail et des Solidarités (DREETS)  — Nouvelle-Aquitaine",Nouvelle-Aquitaine,29.0,"Direction régionale de l’Economie, de l’Emploi, du Travail et des Solidarités (DREETS)"
317-direction-regionale-de-lenvironnement-de-lamenagem,direction-regionale-de-lenvironnement-de-lamenagem,"Direction régionale de l’environnement, de l’aménagement et du logement (DREAL) — Nouvelle-Aquitaine",,30.0,"Directions régionales de l’environnement, de l’aménagement et du logement (DEAL / DREAL / DRIEAT)"
318-direction-regionale-des-finances-publiques-drfip-n,direction-regionale-des-finances-publiques-drfip-n,Direction régionale des Finances publiques (DRFiP) — Nouvelle-Aquitaine,,,
319-region-academique-nouvelle-aquitaine,region-academique-nouvelle-aquitaine,Région académique — Nouvelle-Aquitaine,,,
320-direction-regionale-de-la-jeunesse-des-sports-et-d,direction-regionale-de-la-jeunesse-des-sports-et-d,"Direction régionale de la Jeunesse, des Sports et de la Cohésion sociale (DRJSCS) — Nouvelle-Aquitaine",,,
321-delegation-regionale-a-la-recherche-et-a-la-techno,delegation-regionale-a-la-recherche-et-a-la-techno,Délégation régionale à la recherche et à la technologie (DRRT) — Nouvelle-Aquitaine,,,
322-agence-regionale-de-sante-ars-nouvelle-aquitaine,agence-regionale-de-sante-ars-nouvelle-aquitaine,Agence régionale de santé (ARS) — Nouvelle-Aquitaine,Nouvelle-Aquitaine,16.0,Agence régionale de santé (ARS)
323-ademe-direction-regionale-occitanie,ademe-direction-regionale-occitanie,Ademe — Direction régionale — Occitanie,Occitanie,12.0,ADEME - Direction régionale
324-banque-des-territoires-direction-regionale-occitan,banque-des-territoires-direction-regionale-occitan,Banque des Territoires — Direction régionale — Occitanie,Occitanie,119.0,Banque des territoires (BdT) - régionale
325-prefecture-de-region-occitanie,prefecture-de-region-occitanie,Préfecture de région — Occitanie,Occitanie,39.0,Préfecture de région
326-direction-regionale-de-lalimentation-de-lagricultu,direction-regionale-de-lalimentation-de-lagricultu,"Direction régionale de l'Alimentation, de l'Agriculture et de la Forêt (DRAAF) — Occitanie",Occitanie,28.0,"Direction régionale de l'Alimentation, de l'Agriculture et de la Forêt (DRAAF)"
327-direction-regionale-des-affaires-culturelles-drac-,direction-regionale-des-affaires-culturelles-drac-,Direction régionale des Affaires culturelles (DRAC) — Occitanie,Occitanie,32.0,Direction régionale des Affaires culturelles (DRAC)
328-direction-regionale-de-leconomie-de-lemploi-du-tra,direction-regionale-de-leconomie-de-lemploi-du-tra,"Direction régionale de l’Economie, de l’Emploi, du Travail et des Solidarités (DREETS) — Occitanie",Occitanie,29.0,"Direction régionale de l’Economie, de l’Emploi, du Travail et des Solidarités (DREETS)"
329-direction-regionale-de-lenvironnement-de-lamenagem,direction-regionale-de-lenvironnement-de-lamenagem,"Direction régionale de l’environnement, de l’aménagement et du logement (DREAL) — Occitanie",Occitanie,30.0,"Directions régionales de l’environnement, de l’aménagement et du logement (DEAL / DREAL / DRIEAT)"
330-direction-regionale-des-finances-publiques-drfip-o,direction-regionale-des-finances-publiques-drfip-o,Direction régionale des Finances publiques (DRFiP) — Occitanie,,,
331-region-academique-occitanie,region-academique-occitanie,Région académique — Occitanie,,,
332-direction-regionale-de-la-jeunesse-des-sports-et-d,direction-regionale-de-la-jeunesse-des-sports-et-d,"Direction régionale de la Jeunesse, des Sports et de la Cohésion sociale (DRJSCS) — Occitanie",,,
333-delegation-regionale-a-la-recherche-et-a-la-techno,delegation-regionale-a-la-recherche-et-a-la-techno,Délégation régionale à la recherche et à la technologie (DRRT) — Occitanie,,,
334-agence-regionale-de-sante-ars-occitanie,agence-regionale-de-sante-ars-occitanie,Agence régionale de santé (ARS) — Occitanie,Occitanie,16.0,Agence régionale de santé (ARS)
335-ademe-direction-regionale-auvergne-rhone-alpes,ademe-direction-regionale-auvergne-rhone-alpes,Ademe — Direction régionale — Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,12.0,ADEME - Direction régionale
